ICMP,Test_Date,Incubation_time,BioRep,TechRep,Bacteria,Additives,AUC Difference
5686,20210322,Day14,1,3,E. coli,100ng/mL LTA,0.385350881
9534,20210203,Day14,1,3,E. coli,100ng/mL LTA,1.334006716
10230,20210203,Day14,1,4,E. coli,100ng/mL LTA,0.698153042
11458,20210125,Day14,1,4,E. coli,100ng/mL LTA,1.039086691
13875,20201123,Day14,1,4,E. coli,100ng/mL LTA,0.050138999
13875,20201130,Day14,2,4,E. coli,100ng/mL LTA,0.19667741
13875,20201215,Day14,3,4,E. coli,100ng/mL LTA,0.632667102
13877,20210310,Day14,1,4,E. coli,100ng/mL LTA,0.898542359
13903,20201123,Day14,1,4,E. coli,100ng/mL LTA,-0.00604596
13903,20201130,Day14,2,4,E. coli,100ng/mL LTA,0.010987364
13903,20201215,Day14,3,4,E. coli,100ng/mL LTA,0.989599635
14000,20210125,Day14,1,4,E. coli,100ng/mL LTA,0.447697863
146,20201123,Day14,1,4,E. coli,100ng/mL LTA,0.094885326
146,20201130,Day14,2,4,E. coli,100ng/mL LTA,0.867810899
146,20201215,Day14,3,4,E. coli,100ng/mL LTA,0.510752541
15555,20210125,Day14,1,4,E. coli,100ng/mL LTA,1.937980564
16322,20210203,Day14,1,4,E. coli,100ng/mL LTA,-0.373654212
16893,20210222,Day14,1,4,E. coli,100ng/mL LTA,0.111099592
17529,20210322,Day14,1,4,E. coli,100ng/mL LTA,-0.138755047
18083,20210310,Day14,1,4,E. coli,100ng/mL LTA,0.484033249
18208,20210125,Day14,1,4,E. coli,100ng/mL LTA,1.034890577
18209,20210310,Day14,1,4,E. coli,100ng/mL LTA,0.364586807
18216,20210222,Day14,1,4,E. coli,100ng/mL LTA,-0.131146824
19129,20201123,Day14,1,4,E. coli,100ng/mL LTA,-0.130484069
19129,20201130,Day14,2,4,E. coli,100ng/mL LTA,1.306459239
19129,20201215,Day14,3,4,E. coli,100ng/mL LTA,0.393446811
19872,20210222,Day14,1,4,E. coli,100ng/mL LTA,-0.239118963
21054,20210125,Day14,1,4,E. coli,100ng/mL LTA,0.418960748
21487,20210222,Day14,1,4,E. coli,100ng/mL LTA,0.336260773
21494,20210310,Day14,1,4,E. coli,100ng/mL LTA,0.359675509
21497,20210322,Day14,1,4,E. coli,100ng/mL LTA,2.381090677
21498,20210322,Day14,1,4,E. coli,100ng/mL LTA,0.204608338
21592,20210203,Day14,1,4,E. coli,100ng/mL LTA,0.101657608
22689,20210310,Day14,1,4,E. coli,100ng/mL LTA,0.280203667
2708,20210322,Day14,1,4,E. coli,100ng/mL LTA,2.50213437
5181,20201123,Day14,1,4,E. coli,100ng/mL LTA,-0.099338507
5181,20201130,Day14,2,4,E. coli,100ng/mL LTA,0.633343362
5181,20201215,Day14,3,4,E. coli,100ng/mL LTA,0.164987403
5422,20210203,Day14,1,4,E. coli,100ng/mL LTA,0.219936135
5444,20210222,Day14,1,4,E. coli,100ng/mL LTA,0.581381995
5686,20210322,Day14,1,4,E. coli,100ng/mL LTA,0.685419725
9534,20210203,Day14,1,4,E. coli,100ng/mL LTA,1.862426918
10230,20210203,Day14,1,1,E. coli,Autoclaved bacteria,0.174159038
11458,20210125,Day14,1,1,E. coli,Autoclaved bacteria,0.915563818
13875,20201123,Day14,1,1,E. coli,Autoclaved bacteria,0.275053731
13875,20201130,Day14,2,1,E. coli,Autoclaved bacteria,0.210209734
13875,20201215,Day14,3,1,E. coli,Autoclaved bacteria,0.312126792
13877,20210310,Day14,1,1,E. coli,Autoclaved bacteria,0.753096413
13903,20201123,Day14,1,1,E. coli,Autoclaved bacteria,0.14357851
13903,20201130,Day14,2,1,E. coli,Autoclaved bacteria,-0.009429683
13903,20201215,Day14,3,1,E. coli,Autoclaved bacteria,0.719649069
14000,20210125,Day14,1,1,E. coli,Autoclaved bacteria,0.600814319
146,20201123,Day14,1,1,E. coli,Autoclaved bacteria,0.243837855
146,20201130,Day14,2,1,E. coli,Autoclaved bacteria,1.064969897
146,20201215,Day14,3,1,E. coli,Autoclaved bacteria,0.250822133
15555,20210125,Day14,1,1,E. coli,Autoclaved bacteria,1.560780726
16322,20210203,Day14,1,1,E. coli,Autoclaved bacteria,-0.362976609
16893,20210222,Day14,1,1,E. coli,Autoclaved bacteria,0.017483725
17529,20210322,Day14,1,1,E. coli,Autoclaved bacteria,-0.291923799
18083,20210310,Day14,1,1,E. coli,Autoclaved bacteria,0.603334093
18208,20210125,Day14,1,1,E. coli,Autoclaved bacteria,0.75744593
18209,20210310,Day14,1,1,E. coli,Autoclaved bacteria,0.521915999
18216,20210222,Day14,1,1,E. coli,Autoclaved bacteria,0.000127903
19129,20201123,Day14,1,1,E. coli,Autoclaved bacteria,0.292719779
19129,20201130,Day14,2,1,E. coli,Autoclaved bacteria,0.522002416
19129,20201215,Day14,3,1,E. coli,Autoclaved bacteria,1.743224607
19872,20210222,Day14,1,1,E. coli,Autoclaved bacteria,-0.020177227
21054,20210125,Day14,1,1,E. coli,Autoclaved bacteria,0.34744141
21487,20210222,Day14,1,1,E. coli,Autoclaved bacteria,0.176043305
21494,20210310,Day14,1,1,E. coli,Autoclaved bacteria,0.545632236
21497,20210322,Day14,1,1,E. coli,Autoclaved bacteria,-0.045812102
21498,20210322,Day14,1,1,E. coli,Autoclaved bacteria,1.209100143
21592,20210203,Day14,1,1,E. coli,Autoclaved bacteria,0.123668564
22689,20210310,Day14,1,1,E. coli,Autoclaved bacteria,0.422627546
2708,20210322,Day14,1,1,E. coli,Autoclaved bacteria,2.433114954
5181,20201123,Day14,1,1,E. coli,Autoclaved bacteria,0.393765024
5181,20201130,Day14,2,1,E. coli,Autoclaved bacteria,0.029366847
5181,20201215,Day14,3,1,E. coli,Autoclaved bacteria,0.158276925
5422,20210203,Day14,1,1,E. coli,Autoclaved bacteria,0.161006478
5444,20210222,Day14,1,1,E. coli,Autoclaved bacteria,0.386860709
5686,20210322,Day14,1,1,E. coli,Autoclaved bacteria,0.006899534
9534,20210203,Day14,1,1,E. coli,Autoclaved bacteria,2.264191751
10230,20210203,Day14,1,2,E. coli,Autoclaved bacteria,0.200978001
11458,20210125,Day14,1,2,E. coli,Autoclaved bacteria,1.091878636
13875,20201123,Day14,1,2,E. coli,Autoclaved bacteria,0.181654119
13875,20201130,Day14,2,2,E. coli,Autoclaved bacteria,0.075158706
13875,20201215,Day14,3,2,E. coli,Autoclaved bacteria,0.476410462
13877,20210310,Day14,1,2,E. coli,Autoclaved bacteria,0.563553811
13903,20201123,Day14,1,2,E. coli,Autoclaved bacteria,0.140479617
13903,20201130,Day14,2,2,E. coli,Autoclaved bacteria,0.02157692
13903,20201215,Day14,3,2,E. coli,Autoclaved bacteria,0.442441238
14000,20210125,Day14,1,2,E. coli,Autoclaved bacteria,0.348016043
146,20201123,Day14,1,2,E. coli,Autoclaved bacteria,0.02855546
146,20201130,Day14,2,2,E. coli,Autoclaved bacteria,0.74221067
146,20201215,Day14,3,2,E. coli,Autoclaved bacteria,0.774432498
15555,20210125,Day14,1,2,E. coli,Autoclaved bacteria,2.011184167
16322,20210203,Day14,1,2,E. coli,Autoclaved bacteria,-0.264038249
16893,20210222,Day14,1,2,E. coli,Autoclaved bacteria,-0.138375627
17529,20210322,Day14,1,2,E. coli,Autoclaved bacteria,-0.083031921
18083,20210310,Day14,1,2,E. coli,Autoclaved bacteria,0.471501839
18208,20210125,Day14,1,2,E. coli,Autoclaved bacteria,1.103399059
18209,20210310,Day14,1,2,E. coli,Autoclaved bacteria,0.567018286
18216,20210222,Day14,1,2,E. coli,Autoclaved bacteria,-0.103452088
19129,20201123,Day14,1,2,E. coli,Autoclaved bacteria,0.222507271
19129,20201130,Day14,2,2,E. coli,Autoclaved bacteria,0.833522363
19129,20201215,Day14,3,2,E. coli,Autoclaved bacteria,2.221414238
19872,20210222,Day14,1,2,E. coli,Autoclaved bacteria,0.401581575
21054,20210125,Day14,1,2,E. coli,Autoclaved bacteria,0.286908297
21487,20210222,Day14,1,2,E. coli,Autoclaved bacteria,0.158035282
21494,20210310,Day14,1,2,E. coli,Autoclaved bacteria,0.448966301
21497,20210322,Day14,1,2,E. coli,Autoclaved bacteria,0.071387824
21498,20210322,Day14,1,2,E. coli,Autoclaved bacteria,0.879224253
21592,20210203,Day14,1,2,E. coli,Autoclaved bacteria,0.045900663
22689,20210310,Day14,1,2,E. coli,Autoclaved bacteria,0.252293186
2708,20210322,Day14,1,2,E. coli,Autoclaved bacteria,2.379075406
5181,20201123,Day14,1,2,E. coli,Autoclaved bacteria,1.522878745
5181,20201130,Day14,2,2,E. coli,Autoclaved bacteria,0.017983871
5181,20201215,Day14,3,2,E. coli,Autoclaved bacteria,0.190051685
5422,20210203,Day14,1,2,E. coli,Autoclaved bacteria,0.174789531
5444,20210222,Day14,1,2,E. coli,Autoclaved bacteria,0.215361472
5686,20210322,Day14,1,2,E. coli,Autoclaved bacteria,0.178576091
9534,20210203,Day14,1,2,E. coli,Autoclaved bacteria,2.443431732
10230,20210203,Day14,1,3,E. coli,Autoclaved bacteria,0.284358059
11458,20210125,Day14,1,3,E. coli,Autoclaved bacteria,0.784031019
13875,20201123,Day14,1,3,E. coli,Autoclaved bacteria,-0.056481356
13875,20201130,Day14,2,3,E. coli,Autoclaved bacteria,0.169555827
13875,20201215,Day14,3,3,E. coli,Autoclaved bacteria,0.459960299
13877,20210310,Day14,1,3,E. coli,Autoclaved bacteria,0.73697746
13903,20201123,Day14,1,3,E. coli,Autoclaved bacteria,-0.117025654
13903,20201130,Day14,2,3,E. coli,Autoclaved bacteria,0.58845572
13903,20201215,Day14,3,3,E. coli,Autoclaved bacteria,0.834438437
14000,20210125,Day14,1,3,E. coli,Autoclaved bacteria,0.385768235
146,20201123,Day14,1,3,E. coli,Autoclaved bacteria,-0.021954576
146,20201130,Day14,2,3,E. coli,Autoclaved bacteria,0.576975258
146,20201215,Day14,3,3,E. coli,Autoclaved bacteria,0.309212894
15555,20210125,Day14,1,3,E. coli,Autoclaved bacteria,1.657480799
16322,20210203,Day14,1,3,E. coli,Autoclaved bacteria,-0.334476988
16893,20210222,Day14,1,3,E. coli,Autoclaved bacteria,0.015392688
17529,20210322,Day14,1,3,E. coli,Autoclaved bacteria,-0.203933055
18083,20210310,Day14,1,3,E. coli,Autoclaved bacteria,0.499047511
18208,20210125,Day14,1,3,E. coli,Autoclaved bacteria,0.600999443
18209,20210310,Day14,1,3,E. coli,Autoclaved bacteria,0.388762705
18216,20210222,Day14,1,3,E. coli,Autoclaved bacteria,-0.095586494
19129,20201123,Day14,1,3,E. coli,Autoclaved bacteria,-0.070379965
19129,20201130,Day14,2,3,E. coli,Autoclaved bacteria,0.69698666
19129,20201215,Day14,3,3,E. coli,Autoclaved bacteria,1.48206371
19872,20210222,Day14,1,3,E. coli,Autoclaved bacteria,-0.109234759
21054,20210125,Day14,1,3,E. coli,Autoclaved bacteria,0.202635939
21487,20210222,Day14,1,3,E. coli,Autoclaved bacteria,0.166084152
21494,20210310,Day14,1,3,E. coli,Autoclaved bacteria,0.435561254
21497,20210322,Day14,1,3,E. coli,Autoclaved bacteria,-0.022052072
21498,20210322,Day14,1,3,E. coli,Autoclaved bacteria,1.13331795
21592,20210203,Day14,1,3,E. coli,Autoclaved bacteria,0.349451623
22689,20210310,Day14,1,3,E. coli,Autoclaved bacteria,0.287781906
2708,20210322,Day14,1,3,E. coli,Autoclaved bacteria,2.710898119
5181,20201123,Day14,1,3,E. coli,Autoclaved bacteria,-0.117025654
5181,20201130,Day14,2,3,E. coli,Autoclaved bacteria,0.049895194
5181,20201215,Day14,3,3,E. coli,Autoclaved bacteria,0.14608244
5422,20210203,Day14,1,3,E. coli,Autoclaved bacteria,0.242665488
5444,20210222,Day14,1,3,E. coli,Autoclaved bacteria,0.290936573
5686,20210322,Day14,1,3,E. coli,Autoclaved bacteria,-0.017455663
9534,20210203,Day14,1,3,E. coli,Autoclaved bacteria,2.510097975
10230,20210203,Day14,1,4,E. coli,Autoclaved bacteria,0.2611844
11458,20210125,Day14,1,4,E. coli,Autoclaved bacteria,1.085782183
13875,20201123,Day14,1,4,E. coli,Autoclaved bacteria,-0.012666431
13875,20201130,Day14,2,4,E. coli,Autoclaved bacteria,0.06095107
13875,20201215,Day14,3,4,E. coli,Autoclaved bacteria,0.425665207
13877,20210310,Day14,1,4,E. coli,Autoclaved bacteria,0.628770057
13903,20201123,Day14,1,4,E. coli,Autoclaved bacteria,-0.06694679
13903,20201130,Day14,2,4,E. coli,Autoclaved bacteria,0.103057406
13903,20201215,Day14,3,4,E. coli,Autoclaved bacteria,0.822325997
14000,20210125,Day14,1,4,E. coli,Autoclaved bacteria,0.423024352
146,20201123,Day14,1,4,E. coli,Autoclaved bacteria,-0.11519043
146,20201130,Day14,2,4,E. coli,Autoclaved bacteria,0.698989554
146,20201215,Day14,3,4,E. coli,Autoclaved bacteria,0.626092472
15555,20210125,Day14,1,4,E. coli,Autoclaved bacteria,1.662757832
16322,20210203,Day14,1,4,E. coli,Autoclaved bacteria,-0.280836658
16893,20210222,Day14,1,4,E. coli,Autoclaved bacteria,0.01493084
17529,20210322,Day14,1,4,E. coli,Autoclaved bacteria,-0.045750169
18083,20210310,Day14,1,4,E. coli,Autoclaved bacteria,0.535243836
18208,20210125,Day14,1,4,E. coli,Autoclaved bacteria,1.45532682
18209,20210310,Day14,1,4,E. coli,Autoclaved bacteria,0.360723264
18216,20210222,Day14,1,4,E. coli,Autoclaved bacteria,-0.089315236
19129,20201123,Day14,1,4,E. coli,Autoclaved bacteria,0.047867183
19129,20201130,Day14,2,4,E. coli,Autoclaved bacteria,1.553574267
19129,20201215,Day14,3,4,E. coli,Autoclaved bacteria,1.865402648
19872,20210222,Day14,1,4,E. coli,Autoclaved bacteria,-0.031108626
21054,20210125,Day14,1,4,E. coli,Autoclaved bacteria,0.318325455
21487,20210222,Day14,1,4,E. coli,Autoclaved bacteria,0.282795065
21494,20210310,Day14,1,4,E. coli,Autoclaved bacteria,0.468073126
21497,20210322,Day14,1,4,E. coli,Autoclaved bacteria,0.077252733
21498,20210322,Day14,1,4,E. coli,Autoclaved bacteria,0.963417044
21592,20210203,Day14,1,4,E. coli,Autoclaved bacteria,0.098502229
22689,20210310,Day14,1,4,E. coli,Autoclaved bacteria,0.304395451
2708,20210322,Day14,1,4,E. coli,Autoclaved bacteria,2.731808457
5181,20201123,Day14,1,4,E. coli,Autoclaved bacteria,-0.105748874
5181,20201130,Day14,2,4,E. coli,Autoclaved bacteria,0.047550983
5181,20201215,Day14,3,4,E. coli,Autoclaved bacteria,0.016083001
5422,20210203,Day14,1,4,E. coli,Autoclaved bacteria,0.168287826
5444,20210222,Day14,1,4,E. coli,Autoclaved bacteria,0.525193875
5686,20210322,Day14,1,4,E. coli,Autoclaved bacteria,0.120987044
9534,20210203,Day14,1,4,E. coli,Autoclaved bacteria,2.052182502
10230,20210203,Day14,1,1,E. coli,Fungi alone,0.315507819
11458,20210125,Day14,1,1,E. coli,Fungi alone,0.997689445
13875,20201123,Day14,1,1,E. coli,Fungi alone,0.266114249
13875,20201130,Day14,2,1,E. coli,Fungi alone,0.30407717
13875,20201215,Day14,3,1,E. coli,Fungi alone,0.448612651
13877,20210310,Day14,1,1,E. coli,Fungi alone,0.897002989
13903,20201123,Day14,1,1,E. coli,Fungi alone,0.206925771
13903,20201130,Day14,2,1,E. coli,Fungi alone,0.094254302
13903,20201215,Day14,3,1,E. coli,Fungi alone,0.962389758
14000,20210125,Day14,1,1,E. coli,Fungi alone,0.564033884
146,20201123,Day14,1,1,E. coli,Fungi alone,0.167585106
146,20201130,Day14,2,1,E. coli,Fungi alone,0.837852787
146,20201215,Day14,3,1,E. coli,Fungi alone,0.412291213
15555,20210125,Day14,1,1,E. coli,Fungi alone,1.830553028
16322,20210203,Day14,1,1,E. coli,Fungi alone,-0.438264739
16893,20210222,Day14,1,1,E. coli,Fungi alone,0.108090705
17529,20210322,Day14,1,1,E. coli,Fungi alone,-0.273564043
18083,20210310,Day14,1,1,E. coli,Fungi alone,0.722129948
18208,20210125,Day14,1,1,E. coli,Fungi alone,0.752378259
18209,20210310,Day14,1,1,E. coli,Fungi alone,0.690381172
18216,20210222,Day14,1,1,E. coli,Fungi alone,-0.106046465
19129,20201123,Day14,1,1,E. coli,Fungi alone,0.483561328
19129,20201130,Day14,2,1,E. coli,Fungi alone,0.95178347
19129,20201215,Day14,3,1,E. coli,Fungi alone,1.193552686
19872,20210222,Day14,1,1,E. coli,Fungi alone,-0.190451315
21054,20210125,Day14,1,1,E. coli,Fungi alone,0.440403264
21487,20210222,Day14,1,1,E. coli,Fungi alone,0.262740844
21494,20210310,Day14,1,1,E. coli,Fungi alone,0.585160124
21497,20210322,Day14,1,1,E. coli,Fungi alone,-0.040803111
21498,20210322,Day14,1,1,E. coli,Fungi alone,-0.197774986
21592,20210203,Day14,1,1,E. coli,Fungi alone,0.280125573
22689,20210310,Day14,1,1,E. coli,Fungi alone,0.502360044
2708,20210322,Day14,1,1,E. coli,Fungi alone,2.368997454
5181,20201123,Day14,1,1,E. coli,Fungi alone,0.147488583
5181,20201130,Day14,2,1,E. coli,Fungi alone,0.175585469
5181,20201215,Day14,3,1,E. coli,Fungi alone,0.039116653
5422,20210203,Day14,1,1,E. coli,Fungi alone,0.30199934
5444,20210222,Day14,1,1,E. coli,Fungi alone,0.401197253
5686,20210322,Day14,1,1,E. coli,Fungi alone,0.098524137
9534,20210203,Day14,1,1,E. coli,Fungi alone,1.272645439
10230,20210203,Day14,1,2,E. coli,Fungi alone,0.663722092
11458,20210125,Day14,1,2,E. coli,Fungi alone,1.475284912
13875,20201123,Day14,1,2,E. coli,Fungi alone,0.200033215
13875,20201130,Day14,2,2,E. coli,Fungi alone,0.213648037
13875,20201215,Day14,3,2,E. coli,Fungi alone,0.680317433
13877,20210310,Day14,1,2,E. coli,Fungi alone,1.207499723
13903,20201123,Day14,1,2,E. coli,Fungi alone,0.203804247
13903,20201130,Day14,2,2,E. coli,Fungi alone,0.079471684
13903,20201215,Day14,3,2,E. coli,Fungi alone,1.017294255
14000,20210125,Day14,1,2,E. coli,Fungi alone,0.550743924
146,20201123,Day14,1,2,E. coli,Fungi alone,0.121269359
146,20201130,Day14,2,2,E. coli,Fungi alone,1.881245394
146,20201215,Day14,3,2,E. coli,Fungi alone,0.665385999
15555,20210125,Day14,1,2,E. coli,Fungi alone,1.729459326
16322,20210203,Day14,1,2,E. coli,Fungi alone,-0.422815055
16893,20210222,Day14,1,2,E. coli,Fungi alone,0.256912264
17529,20210322,Day14,1,2,E. coli,Fungi alone,-0.165862208
18083,20210310,Day14,1,2,E. coli,Fungi alone,1.285813248
18208,20210125,Day14,1,2,E. coli,Fungi alone,1.816609502
18209,20210310,Day14,1,2,E. coli,Fungi alone,1.014375125
18216,20210222,Day14,1,2,E. coli,Fungi alone,-0.192064285
19129,20201123,Day14,1,2,E. coli,Fungi alone,0.277216553
19129,20201130,Day14,2,2,E. coli,Fungi alone,1.196535728
19129,20201215,Day14,3,2,E. coli,Fungi alone,2.042045269
19872,20210222,Day14,1,2,E. coli,Fungi alone,-0.168265727
21054,20210125,Day14,1,2,E. coli,Fungi alone,0.440438238
21487,20210222,Day14,1,2,E. coli,Fungi alone,0.270098688
21494,20210310,Day14,1,2,E. coli,Fungi alone,0.589451627
21497,20210322,Day14,1,2,E. coli,Fungi alone,0.078661638
21498,20210322,Day14,1,2,E. coli,Fungi alone,0.095605408
21592,20210203,Day14,1,2,E. coli,Fungi alone,0.195025686
22689,20210310,Day14,1,2,E. coli,Fungi alone,0.453916664
2708,20210322,Day14,1,2,E. coli,Fungi alone,2.843422373
5181,20201123,Day14,1,2,E. coli,Fungi alone,0.099881253
5181,20201130,Day14,2,2,E. coli,Fungi alone,0.234414029
5181,20201215,Day14,3,2,E. coli,Fungi alone,0.042895097
5422,20210203,Day14,1,2,E. coli,Fungi alone,0.315945806
5444,20210222,Day14,1,2,E. coli,Fungi alone,0.421869726
5686,20210322,Day14,1,2,E. coli,Fungi alone,0.579220716
9534,20210203,Day14,1,2,E. coli,Fungi alone,0.634070099
10230,20210203,Day14,1,3,E. coli,Fungi alone,0.324461398
11458,20210125,Day14,1,3,E. coli,Fungi alone,0.897812954
13875,20201123,Day14,1,3,E. coli,Fungi alone,-0.035503856
13875,20201130,Day14,2,3,E. coli,Fungi alone,0.084678742
13875,20201215,Day14,3,3,E. coli,Fungi alone,0.579646825
13877,20210310,Day14,1,3,E. coli,Fungi alone,0.744774698
13903,20201123,Day14,1,3,E. coli,Fungi alone,-0.056481356
13903,20201130,Day14,2,3,E. coli,Fungi alone,0.112175068
13903,20201215,Day14,3,3,E. coli,Fungi alone,1.046027784
14000,20210125,Day14,1,3,E. coli,Fungi alone,0.516553957
146,20201123,Day14,1,3,E. coli,Fungi alone,-0.103930356
146,20201130,Day14,2,3,E. coli,Fungi alone,0.851684805
146,20201215,Day14,3,3,E. coli,Fungi alone,0.49779535
15555,20210125,Day14,1,3,E. coli,Fungi alone,1.722421606
16322,20210203,Day14,1,3,E. coli,Fungi alone,-0.375331307
16893,20210222,Day14,1,3,E. coli,Fungi alone,0.100226405
17529,20210322,Day14,1,3,E. coli,Fungi alone,-0.216728843
18083,20210310,Day14,1,3,E. coli,Fungi alone,0.564507499
18208,20210125,Day14,1,3,E. coli,Fungi alone,0.774450606
18209,20210310,Day14,1,3,E. coli,Fungi alone,0.699253301
18216,20210222,Day14,1,3,E. coli,Fungi alone,-0.121960463
19129,20201123,Day14,1,3,E. coli,Fungi alone,0.130333768
19129,20201130,Day14,2,3,E. coli,Fungi alone,0.868582322
19129,20201215,Day14,3,3,E. coli,Fungi alone,1.864896301
19872,20210222,Day14,1,3,E. coli,Fungi alone,-0.227053981
21054,20210125,Day14,1,3,E. coli,Fungi alone,0.321132265
21487,20210222,Day14,1,3,E. coli,Fungi alone,0.223831995
21494,20210310,Day14,1,3,E. coli,Fungi alone,0.4954877
21497,20210322,Day14,1,3,E. coli,Fungi alone,0.011861306
21498,20210322,Day14,1,3,E. coli,Fungi alone,-0.111320269
21592,20210203,Day14,1,3,E. coli,Fungi alone,0.360365815
22689,20210310,Day14,1,3,E. coli,Fungi alone,0.343698976
2708,20210322,Day14,1,3,E. coli,Fungi alone,2.513087611
5181,20201123,Day14,1,3,E. coli,Fungi alone,-0.160257274
5181,20201130,Day14,2,3,E. coli,Fungi alone,0.177709423
5181,20201215,Day14,3,3,E. coli,Fungi alone,0.149107159
5422,20210203,Day14,1,3,E. coli,Fungi alone,0.375142118
5444,20210222,Day14,1,3,E. coli,Fungi alone,0.440642037
5686,20210322,Day14,1,3,E. coli,Fungi alone,0.029552497
9534,20210203,Day14,1,3,E. coli,Fungi alone,1.185586884
10230,20210203,Day14,1,4,E. coli,Fungi alone,0.688004297
11458,20210125,Day14,1,4,E. coli,Fungi alone,1.41845546
13875,20201123,Day14,1,4,E. coli,Fungi alone,-0.020480036
13875,20201130,Day14,2,4,E. coli,Fungi alone,0.103057406
13875,20201215,Day14,3,4,E. coli,Fungi alone,0.78038361
13877,20210310,Day14,1,4,E. coli,Fungi alone,0.971971276
13903,20201123,Day14,1,4,E. coli,Fungi alone,-0.117777063
13903,20201130,Day14,2,4,E. coli,Fungi alone,0.100561383
13903,20201215,Day14,3,4,E. coli,Fungi alone,1.042888112
14000,20210125,Day14,1,4,E. coli,Fungi alone,0.473858032
146,20201123,Day14,1,4,E. coli,Fungi alone,-0.113631023
146,20201130,Day14,2,4,E. coli,Fungi alone,1.059760514
146,20201215,Day14,3,4,E. coli,Fungi alone,0.573753028
15555,20210125,Day14,1,4,E. coli,Fungi alone,1.796651411
16322,20210203,Day14,1,4,E. coli,Fungi alone,-0.378591447
16893,20210222,Day14,1,4,E. coli,Fungi alone,0.321371293
17529,20210322,Day14,1,4,E. coli,Fungi alone,-0.07340397
18083,20210310,Day14,1,4,E. coli,Fungi alone,0.980628596
18208,20210125,Day14,1,4,E. coli,Fungi alone,1.235682616
18209,20210310,Day14,1,4,E. coli,Fungi alone,0.894938235
18216,20210222,Day14,1,4,E. coli,Fungi alone,-0.069478183
19129,20201123,Day14,1,4,E. coli,Fungi alone,0.069547702
19129,20201130,Day14,2,4,E. coli,Fungi alone,1.401689958
19129,20201215,Day14,3,4,E. coli,Fungi alone,1.920751285
19872,20210222,Day14,1,4,E. coli,Fungi alone,-0.148066321
21054,20210125,Day14,1,4,E. coli,Fungi alone,0.34392817
21487,20210222,Day14,1,4,E. coli,Fungi alone,0.374066127
21494,20210310,Day14,1,4,E. coli,Fungi alone,0.464506005
21497,20210322,Day14,1,4,E. coli,Fungi alone,0.141216533
21498,20210322,Day14,1,4,E. coli,Fungi alone,0.197782351
21592,20210203,Day14,1,4,E. coli,Fungi alone,0.266803905
22689,20210310,Day14,1,4,E. coli,Fungi alone,0.37205949
2708,20210322,Day14,1,4,E. coli,Fungi alone,2.694019896
5181,20201123,Day14,1,4,E. coli,Fungi alone,-0.01789109
5181,20201130,Day14,2,4,E. coli,Fungi alone,0.344283792
5181,20201215,Day14,3,4,E. coli,Fungi alone,0.020729035
5422,20210203,Day14,1,4,E. coli,Fungi alone,0.383133228
5444,20210222,Day14,1,4,E. coli,Fungi alone,0.556756962
5686,20210322,Day14,1,4,E. coli,Fungi alone,0.599626417
9534,20210203,Day14,1,4,E. coli,Fungi alone,0.754886789
10230,20210125,Day 3,1,1,P. aeruginosa,0.1ng/mL LPS,0.226078863
11458,20210114,Day 3,1,1,P. aeruginosa,0.1ng/mL LPS,0.151833657
11458,20210118,Day 3,2,1,P. aeruginosa,0.1ng/mL LPS,-0.130654163
13875,20201112,Day 3,1,1,P. aeruginosa,0.1ng/mL LPS,-0.134353759
13875,20201119,Day 3,2,1,P. aeruginosa,0.1ng/mL LPS,0.219737841
13875,20201207,Day 3,3,1,P. aeruginosa,0.1ng/mL LPS,-0.086956478
13877,20210310,Day 3,1,1,P. aeruginosa,0.1ng/mL LPS,-0.160622716
13903,20201112,Day 3,1,1,P. aeruginosa,0.1ng/mL LPS,-0.079390092
13903,20201119,Day 3,2,1,P. aeruginosa,0.1ng/mL LPS,0.213028236
13903,20201207,Day 3,3,1,P. aeruginosa,0.1ng/mL LPS,-0.289335361
14000,20210114,Day 3,1,1,P. aeruginosa,0.1ng/mL LPS,-0.293509746
14000,20210118,Day 3,2,1,P. aeruginosa,0.1ng/mL LPS,-0.198799063
146,20201112,Day 3,1,1,P. aeruginosa,0.1ng/mL LPS,-0.266476735
146,20201119,Day 3,2,1,P. aeruginosa,0.1ng/mL LPS,0.219834447
146,20201207,Day 3,3,1,P. aeruginosa,0.1ng/mL LPS,-0.180692097
15555,20210114,Day 3,1,1,P. aeruginosa,0.1ng/mL LPS,0.141085178
15555,20210118,Day 3,2,1,P. aeruginosa,0.1ng/mL LPS,0.343629483
16322,20210125,Day 3,1,1,P. aeruginosa,0.1ng/mL LPS,0.070068601
16893,20210210,Day 3,1,1,P. aeruginosa,0.1ng/mL LPS,0.143865558
17529,20210311,Day 3,1,1,P. aeruginosa,0.1ng/mL LPS,-0.192403849
18083,20210310,Day 3,1,1,P. aeruginosa,0.1ng/mL LPS,0.449716512
18208,20210114,Day 3,1,1,P. aeruginosa,0.1ng/mL LPS,-0.005160676
18208,20210118,Day 3,2,1,P. aeruginosa,0.1ng/mL LPS,0.02330663
18209,20210310,Day 3,1,1,P. aeruginosa,0.1ng/mL LPS,-0.218069054
18216,20210210,Day 3,1,1,P. aeruginosa,0.1ng/mL LPS,0.166015686
19129,20201112,Day 3,1,1,P. aeruginosa,0.1ng/mL LPS,-0.02952432
19129,20201119,Day 3,2,1,P. aeruginosa,0.1ng/mL LPS,0.278503242
