ICMP,Test_Date,Incubation_time,BioRep,TechRep,Bacteria,Additives,Hours,RLU
13903,20201119,Day 3,2,4,S. aureus,Fungi alone,4,28
13903,20201119,Day 3,2,1,S. aureus,Autoclaved bacteria,4,26
13903,20201119,Day 3,2,2,S. aureus,Autoclaved bacteria,4,28
13903,20201119,Day 3,2,3,S. aureus,Autoclaved bacteria,4,30
13903,20201119,Day 3,2,4,S. aureus,Autoclaved bacteria,4,28
13903,20201112,Day 3,1,1,A. baumannii,0.1ng/mL LPS,6,476
13903,20201112,Day 3,1,2,A. baumannii,0.1ng/mL LPS,6,374
13903,20201112,Day 3,1,3,A. baumannii,0.1ng/mL LPS,6,396
13903,20201112,Day 3,1,4,A. baumannii,0.1ng/mL LPS,6,268
13903,20201112,Day 3,1,1,A. baumannii,100ng/mL LPS,6,554
13903,20201112,Day 3,1,2,A. baumannii,100ng/mL LPS,6,348
13903,20201112,Day 3,1,3,A. baumannii,100ng/mL LPS,6,354
13903,20201112,Day 3,1,4,A. baumannii,100ng/mL LPS,6,264
13903,20201112,Day 3,1,1,A. baumannii,0.1ng/mL LTA,6,408
13903,20201112,Day 3,1,2,A. baumannii,0.1ng/mL LTA,6,416
13903,20201112,Day 3,1,3,A. baumannii,0.1ng/mL LTA,6,234
13903,20201112,Day 3,1,4,A. baumannii,0.1ng/mL LTA,6,246
13903,20201112,Day 3,1,1,A. baumannii,100ng/mL LTA,6,282
13903,20201112,Day 3,1,2,A. baumannii,100ng/mL LTA,6,466
13903,20201112,Day 3,1,3,A. baumannii,100ng/mL LTA,6,200
13903,20201112,Day 3,1,4,A. baumannii,100ng/mL LTA,6,248
13903,20201112,Day 3,1,1,A. baumannii,Fungi alone,6,352
13903,20201112,Day 3,1,2,A. baumannii,Fungi alone,6,268
13903,20201112,Day 3,1,3,A. baumannii,Fungi alone,6,280
13903,20201112,Day 3,1,4,A. baumannii,Fungi alone,6,264
13903,20201112,Day 3,1,1,A. baumannii,Autoclaved bacteria,6,402
13903,20201112,Day 3,1,2,A. baumannii,Autoclaved bacteria,6,438
13903,20201112,Day 3,1,3,A. baumannii,Autoclaved bacteria,6,280
13903,20201112,Day 3,1,4,A. baumannii,Autoclaved bacteria,6,318
13903,20201112,Day 3,1,1,E. coli,0.1ng/mL LPS,6,124
13903,20201112,Day 3,1,2,E. coli,0.1ng/mL LPS,6,84
13903,20201112,Day 3,1,3,E. coli,0.1ng/mL LPS,6,98
13903,20201112,Day 3,1,4,E. coli,0.1ng/mL LPS,6,108
13903,20201112,Day 3,1,1,E. coli,100ng/mL LPS,6,106
13903,20201112,Day 3,1,2,E. coli,100ng/mL LPS,6,84
13903,20201112,Day 3,1,3,E. coli,100ng/mL LPS,6,124
13903,20201112,Day 3,1,4,E. coli,100ng/mL LPS,6,90
13903,20201112,Day 3,1,1,E. coli,0.1ng/mL LTA,6,78
13903,20201112,Day 3,1,2,E. coli,0.1ng/mL LTA,6,70
13903,20201112,Day 3,1,3,E. coli,0.1ng/mL LTA,6,98
13903,20201112,Day 3,1,4,E. coli,0.1ng/mL LTA,6,126
13903,20201112,Day 3,1,1,E. coli,100ng/mL LTA,6,90
13903,20201112,Day 3,1,2,E. coli,100ng/mL LTA,6,108
13903,20201112,Day 3,1,3,E. coli,100ng/mL LTA,6,90
13903,20201112,Day 3,1,4,E. coli,100ng/mL LTA,6,102
13903,20201112,Day 3,1,1,E. coli,Fungi alone,6,100
13903,20201112,Day 3,1,2,E. coli,Fungi alone,6,102
13903,20201112,Day 3,1,3,E. coli,Fungi alone,6,106
13903,20201112,Day 3,1,4,E. coli,Fungi alone,6,102
13903,20201112,Day 3,1,1,E. coli,Autoclaved bacteria,6,102
13903,20201112,Day 3,1,2,E. coli,Autoclaved bacteria,6,100
13903,20201112,Day 3,1,3,E. coli,Autoclaved bacteria,6,102
13903,20201112,Day 3,1,4,E. coli,Autoclaved bacteria,6,136
13903,20201112,Day 3,1,1,P. aeruginosa,0.1ng/mL LPS,6,904
13903,20201112,Day 3,1,2,P. aeruginosa,0.1ng/mL LPS,6,798
13903,20201112,Day 3,1,3,P. aeruginosa,0.1ng/mL LPS,6,920
13903,20201112,Day 3,1,4,P. aeruginosa,0.1ng/mL LPS,6,804
13903,20201112,Day 3,1,1,P. aeruginosa,100ng/mL LPS,6,684
13903,20201112,Day 3,1,2,P. aeruginosa,100ng/mL LPS,6,590
13903,20201112,Day 3,1,3,P. aeruginosa,100ng/mL LPS,6,636
13903,20201112,Day 3,1,4,P. aeruginosa,100ng/mL LPS,6,678
13903,20201112,Day 3,1,1,P. aeruginosa,0.1ng/mL LTA,6,644
13903,20201112,Day 3,1,2,P. aeruginosa,0.1ng/mL LTA,6,636
13903,20201112,Day 3,1,3,P. aeruginosa,0.1ng/mL LTA,6,708
13903,20201112,Day 3,1,4,P. aeruginosa,0.1ng/mL LTA,6,636
13903,20201112,Day 3,1,1,P. aeruginosa,100ng/mL LTA,6,658
13903,20201112,Day 3,1,2,P. aeruginosa,100ng/mL LTA,6,724
13903,20201112,Day 3,1,3,P. aeruginosa,100ng/mL LTA,6,648
13903,20201112,Day 3,1,4,P. aeruginosa,100ng/mL LTA,6,738
13903,20201112,Day 3,1,1,P. aeruginosa,Fungi alone,6,566
13903,20201112,Day 3,1,2,P. aeruginosa,Fungi alone,6,640
13903,20201112,Day 3,1,3,P. aeruginosa,Fungi alone,6,666
13903,20201112,Day 3,1,4,P. aeruginosa,Fungi alone,6,662
13903,20201112,Day 3,1,1,P. aeruginosa,Autoclaved bacteria,6,1046
13903,20201112,Day 3,1,2,P. aeruginosa,Autoclaved bacteria,6,860
13903,20201112,Day 3,1,3,P. aeruginosa,Autoclaved bacteria,6,736
13903,20201112,Day 3,1,4,P. aeruginosa,Autoclaved bacteria,6,904
13903,20201112,Day 3,1,1,S. aureus,0.1ng/mL LPS,6,12
13903,20201112,Day 3,1,2,S. aureus,0.1ng/mL LPS,6,8
13903,20201112,Day 3,1,3,S. aureus,0.1ng/mL LPS,6,20
13903,20201112,Day 3,1,4,S. aureus,0.1ng/mL LPS,6,4
13903,20201112,Day 3,1,1,S. aureus,100ng/mL LPS,6,14
13903,20201112,Day 3,1,2,S. aureus,100ng/mL LPS,6,22
13903,20201112,Day 3,1,3,S. aureus,100ng/mL LPS,6,18
13903,20201112,Day 3,1,4,S. aureus,100ng/mL LPS,6,14
13903,20201112,Day 3,1,1,S. aureus,0.1ng/mL LTA,6,16
13903,20201112,Day 3,1,2,S. aureus,0.1ng/mL LTA,6,10
13903,20201112,Day 3,1,3,S. aureus,0.1ng/mL LTA,6,12
13903,20201112,Day 3,1,4,S. aureus,0.1ng/mL LTA,6,10
13903,20201112,Day 3,1,1,S. aureus,100ng/mL LTA,6,16
13903,20201112,Day 3,1,2,S. aureus,100ng/mL LTA,6,18
13903,20201112,Day 3,1,3,S. aureus,100ng/mL LTA,6,18
13903,20201112,Day 3,1,4,S. aureus,100ng/mL LTA,6,18
13903,20201112,Day 3,1,1,S. aureus,Fungi alone,6,14
13903,20201112,Day 3,1,2,S. aureus,Fungi alone,6,10
13903,20201112,Day 3,1,3,S. aureus,Fungi alone,6,24
13903,20201112,Day 3,1,4,S. aureus,Fungi alone,6,12
13903,20201112,Day 3,1,1,S. aureus,Autoclaved bacteria,6,16
13903,20201112,Day 3,1,2,S. aureus,Autoclaved bacteria,6,22
13903,20201112,Day 3,1,3,S. aureus,Autoclaved bacteria,6,10
13903,20201112,Day 3,1,4,S. aureus,Autoclaved bacteria,6,24
13903,20201119,Day 3,2,1,A. baumannii,0.1ng/mL LPS,6,2962
13903,20201119,Day 3,2,2,A. baumannii,0.1ng/mL LPS,6,1156
13903,20201119,Day 3,2,3,A. baumannii,0.1ng/mL LPS,6,1652
13903,20201119,Day 3,2,4,A. baumannii,0.1ng/mL LPS,6,2270
13903,20201119,Day 3,2,1,A. baumannii,100ng/mL LPS,6,2508
13903,20201119,Day 3,2,2,A. baumannii,100ng/mL LPS,6,870
13903,20201119,Day 3,2,3,A. baumannii,100ng/mL LPS,6,1160
13903,20201119,Day 3,2,4,A. baumannii,100ng/mL LPS,6,1770
13903,20201119,Day 3,2,1,A. baumannii,0.1ng/mL LTA,6,1518
13903,20201119,Day 3,2,2,A. baumannii,0.1ng/mL LTA,6,1672
13903,20201119,Day 3,2,3,A. baumannii,0.1ng/mL LTA,6,1622
13903,20201119,Day 3,2,4,A. baumannii,0.1ng/mL LTA,6,1068
13903,20201119,Day 3,2,1,A. baumannii,100ng/mL LTA,6,1290
13903,20201119,Day 3,2,2,A. baumannii,100ng/mL LTA,6,1612
13903,20201119,Day 3,2,3,A. baumannii,100ng/mL LTA,6,1786
13903,20201119,Day 3,2,4,A. baumannii,100ng/mL LTA,6,1718
13903,20201119,Day 3,2,1,A. baumannii,Fungi alone,6,1400
13903,20201119,Day 3,2,2,A. baumannii,Fungi alone,6,2112
13903,20201119,Day 3,2,3,A. baumannii,Fungi alone,6,1348
13903,20201119,Day 3,2,4,A. baumannii,Fungi alone,6,884
13903,20201119,Day 3,2,1,A. baumannii,Autoclaved bacteria,6,2390
13903,20201119,Day 3,2,2,A. baumannii,Autoclaved bacteria,6,1934
13903,20201119,Day 3,2,3,A. baumannii,Autoclaved bacteria,6,1318
13903,20201119,Day 3,2,4,A. baumannii,Autoclaved bacteria,6,3230
13903,20201119,Day 3,2,1,E. coli,0.1ng/mL LPS,6,672
13903,20201119,Day 3,2,2,E. coli,0.1ng/mL LPS,6,934
13903,20201119,Day 3,2,3,E. coli,0.1ng/mL LPS,6,1278
13903,20201119,Day 3,2,4,E. coli,0.1ng/mL LPS,6,382
13903,20201119,Day 3,2,1,E. coli,100ng/mL LPS,6,648
13903,20201119,Day 3,2,2,E. coli,100ng/mL LPS,6,568
13903,20201119,Day 3,2,3,E. coli,100ng/mL LPS,6,564
13903,20201119,Day 3,2,4,E. coli,100ng/mL LPS,6,322
13903,20201119,Day 3,2,1,E. coli,0.1ng/mL LTA,6,550
13903,20201119,Day 3,2,2,E. coli,0.1ng/mL LTA,6,360
13903,20201119,Day 3,2,3,E. coli,0.1ng/mL LTA,6,334
13903,20201119,Day 3,2,4,E. coli,0.1ng/mL LTA,6,312
13903,20201119,Day 3,2,1,E. coli,100ng/mL LTA,6,484
13903,20201119,Day 3,2,2,E. coli,100ng/mL LTA,6,378
13903,20201119,Day 3,2,3,E. coli,100ng/mL LTA,6,396
13903,20201119,Day 3,2,4,E. coli,100ng/mL LTA,6,392
13903,20201119,Day 3,2,1,E. coli,Fungi alone,6,842
13903,20201119,Day 3,2,2,E. coli,Fungi alone,6,396
13903,20201119,Day 3,2,3,E. coli,Fungi alone,6,322
13903,20201119,Day 3,2,4,E. coli,Fungi alone,6,378
13903,20201119,Day 3,2,1,E. coli,Autoclaved bacteria,6,802
13903,20201119,Day 3,2,2,E. coli,Autoclaved bacteria,6,728
13903,20201119,Day 3,2,3,E. coli,Autoclaved bacteria,6,466
13903,20201119,Day 3,2,4,E. coli,Autoclaved bacteria,6,368
13903,20201119,Day 3,2,1,P. aeruginosa,0.1ng/mL LPS,6,1260
13903,20201119,Day 3,2,2,P. aeruginosa,0.1ng/mL LPS,6,988
13903,20201119,Day 3,2,3,P. aeruginosa,0.1ng/mL LPS,6,1138
13903,20201119,Day 3,2,4,P. aeruginosa,0.1ng/mL LPS,6,884
13903,20201119,Day 3,2,1,P. aeruginosa,100ng/mL LPS,6,946
13903,20201119,Day 3,2,2,P. aeruginosa,100ng/mL LPS,6,934
13903,20201119,Day 3,2,3,P. aeruginosa,100ng/mL LPS,6,888
13903,20201119,Day 3,2,4,P. aeruginosa,100ng/mL LPS,6,740
13903,20201119,Day 3,2,1,P. aeruginosa,0.1ng/mL LTA,6,784
13903,20201119,Day 3,2,2,P. aeruginosa,0.1ng/mL LTA,6,812
13903,20201119,Day 3,2,3,P. aeruginosa,0.1ng/mL LTA,6,648
13903,20201119,Day 3,2,4,P. aeruginosa,0.1ng/mL LTA,6,774
13903,20201119,Day 3,2,1,P. aeruginosa,100ng/mL LTA,6,898
13903,20201119,Day 3,2,2,P. aeruginosa,100ng/mL LTA,6,836
13903,20201119,Day 3,2,3,P. aeruginosa,100ng/mL LTA,6,804
13903,20201119,Day 3,2,4,P. aeruginosa,100ng/mL LTA,6,830
13903,20201119,Day 3,2,1,P. aeruginosa,Fungi alone,6,794
13903,20201119,Day 3,2,2,P. aeruginosa,Fungi alone,6,718
13903,20201119,Day 3,2,3,P. aeruginosa,Fungi alone,6,746
13903,20201119,Day 3,2,4,P. aeruginosa,Fungi alone,6,682
13903,20201119,Day 3,2,1,P. aeruginosa,Autoclaved bacteria,6,1030
13903,20201119,Day 3,2,2,P. aeruginosa,Autoclaved bacteria,6,940
13903,20201119,Day 3,2,3,P. aeruginosa,Autoclaved bacteria,6,878
13903,20201119,Day 3,2,4,P. aeruginosa,Autoclaved bacteria,6,752
13903,20201119,Day 3,2,1,S. aureus,0.1ng/mL LPS,6,88
13903,20201119,Day 3,2,2,S. aureus,0.1ng/mL LPS,6,88
13903,20201119,Day 3,2,3,S. aureus,0.1ng/mL LPS,6,88
13903,20201119,Day 3,2,4,S. aureus,0.1ng/mL LPS,6,82
13903,20201119,Day 3,2,1,S. aureus,100ng/mL LPS,6,74
13903,20201119,Day 3,2,2,S. aureus,100ng/mL LPS,6,68
13903,20201119,Day 3,2,3,S. aureus,100ng/mL LPS,6,80
13903,20201119,Day 3,2,4,S. aureus,100ng/mL LPS,6,82
13903,20201119,Day 3,2,1,S. aureus,0.1ng/mL LTA,6,82
13903,20201119,Day 3,2,2,S. aureus,0.1ng/mL LTA,6,60
13903,20201119,Day 3,2,3,S. aureus,0.1ng/mL LTA,6,84
13903,20201119,Day 3,2,4,S. aureus,0.1ng/mL LTA,6,68
13903,20201119,Day 3,2,1,S. aureus,100ng/mL LTA,6,96
13903,20201119,Day 3,2,2,S. aureus,100ng/mL LTA,6,82
13903,20201119,Day 3,2,3,S. aureus,100ng/mL LTA,6,106
13903,20201119,Day 3,2,4,S. aureus,100ng/mL LTA,6,84
13903,20201119,Day 3,2,1,S. aureus,Fungi alone,6,84
13903,20201119,Day 3,2,2,S. aureus,Fungi alone,6,70
13903,20201119,Day 3,2,3,S. aureus,Fungi alone,6,72
13903,20201119,Day 3,2,4,S. aureus,Fungi alone,6,74
13903,20201119,Day 3,2,1,S. aureus,Autoclaved bacteria,6,100
13903,20201119,Day 3,2,2,S. aureus,Autoclaved bacteria,6,122
13903,20201119,Day 3,2,3,S. aureus,Autoclaved bacteria,6,106
13903,20201119,Day 3,2,4,S. aureus,Autoclaved bacteria,6,90
13903,20201207,Day 3,3,1,A. baumannii,0.1ng/mL LPS,6,17997
13903,20201207,Day 3,3,2,A. baumannii,0.1ng/mL LPS,6,19601
13903,20201207,Day 3,3,3,A. baumannii,0.1ng/mL LPS,6,19015
13903,20201207,Day 3,3,4,A. baumannii,0.1ng/mL LPS,6,20130
13903,20201207,Day 3,3,1,A. baumannii,100ng/mL LPS,6,20218
13903,20201207,Day 3,3,2,A. baumannii,100ng/mL LPS,6,21828
13903,20201207,Day 3,3,3,A. baumannii,100ng/mL LPS,6,21490
13903,20201207,Day 3,3,4,A. baumannii,100ng/mL LPS,6,19249
13903,20201207,Day 3,3,1,A. baumannii,0.1ng/mL LTA,6,17433
13903,20201207,Day 3,3,2,A. baumannii,0.1ng/mL LTA,6,19909
13903,20201207,Day 3,3,3,A. baumannii,0.1ng/mL LTA,6,22728
13903,20201207,Day 3,3,4,A. baumannii,0.1ng/mL LTA,6,16143
13903,20201207,Day 3,3,1,A. baumannii,100ng/mL LTA,6,20164
13903,20201207,Day 3,3,2,A. baumannii,100ng/mL LTA,6,16663
13903,20201207,Day 3,3,3,A. baumannii,100ng/mL LTA,6,22160
13903,20201207,Day 3,3,4,A. baumannii,100ng/mL LTA,6,15839
13903,20201207,Day 3,3,1,A. baumannii,Fungi alone,6,21648
13903,20201207,Day 3,3,2,A. baumannii,Fungi alone,6,19917
13903,20201207,Day 3,3,3,A. baumannii,Fungi alone,6,21800
13903,20201207,Day 3,3,4,A. baumannii,Fungi alone,6,20490
13903,20201207,Day 3,3,1,A. baumannii,Autoclaved bacteria,6,13120
13903,20201207,Day 3,3,2,A. baumannii,Autoclaved bacteria,6,8810
13903,20201207,Day 3,3,3,A. baumannii,Autoclaved bacteria,6,20294
13903,20201207,Day 3,3,4,A. baumannii,Autoclaved bacteria,6,15965
13903,20201207,Day 3,3,1,E. coli,0.1ng/mL LPS,6,9930
13903,20201207,Day 3,3,2,E. coli,0.1ng/mL LPS,6,9866
13903,20201207,Day 3,3,3,E. coli,0.1ng/mL LPS,6,9482
13903,20201207,Day 3,3,4,E. coli,0.1ng/mL LPS,6,11744
13903,20201207,Day 3,3,1,E. coli,100ng/mL LPS,6,10802
13903,20201207,Day 3,3,2,E. coli,100ng/mL LPS,6,11266
13903,20201207,Day 3,3,3,E. coli,100ng/mL LPS,6,10974
13903,20201207,Day 3,3,4,E. coli,100ng/mL LPS,6,10966
13903,20201207,Day 3,3,1,E. coli,0.1ng/mL LTA,6,9226
13903,20201207,Day 3,3,2,E. coli,0.1ng/mL LTA,6,8276
13903,20201207,Day 3,3,3,E. coli,0.1ng/mL LTA,6,11538
13903,20201207,Day 3,3,4,E. coli,0.1ng/mL LTA,6,8046
13903,20201207,Day 3,3,1,E. coli,100ng/mL LTA,6,12648
13903,20201207,Day 3,3,2,E. coli,100ng/mL LTA,6,9034
13903,20201207,Day 3,3,3,E. coli,100ng/mL LTA,6,11022
13903,20201207,Day 3,3,4,E. coli,100ng/mL LTA,6,6478
13903,20201207,Day 3,3,1,E. coli,Fungi alone,6,10758
13903,20201207,Day 3,3,2,E. coli,Fungi alone,6,9532
13903,20201207,Day 3,3,3,E. coli,Fungi alone,6,12654
13903,20201207,Day 3,3,4,E. coli,Fungi alone,6,9526
13903,20201207,Day 3,3,1,E. coli,Autoclaved bacteria,6,9072
13903,20201207,Day 3,3,2,E. coli,Autoclaved bacteria,6,5212
13903,20201207,Day 3,3,3,E. coli,Autoclaved bacteria,6,8190
13903,20201207,Day 3,3,4,E. coli,Autoclaved bacteria,6,5252
13903,20201207,Day 3,3,1,P. aeruginosa,0.1ng/mL LPS,6,9830
13903,20201207,Day 3,3,2,P. aeruginosa,0.1ng/mL LPS,6,10410
13903,20201207,Day 3,3,3,P. aeruginosa,0.1ng/mL LPS,6,9364
13903,20201207,Day 3,3,4,P. aeruginosa,0.1ng/mL LPS,6,10542
13903,20201207,Day 3,3,1,P. aeruginosa,100ng/mL LPS,6,11064
13903,20201207,Day 3,3,2,P. aeruginosa,100ng/mL LPS,6,10070
13903,20201207,Day 3,3,3,P. aeruginosa,100ng/mL LPS,6,10320
13903,20201207,Day 3,3,4,P. aeruginosa,100ng/mL LPS,6,9598
13903,20201207,Day 3,3,1,P. aeruginosa,0.1ng/mL LTA,6,10398
13903,20201207,Day 3,3,2,P. aeruginosa,0.1ng/mL LTA,6,10964
13903,20201207,Day 3,3,3,P. aeruginosa,0.1ng/mL LTA,6,10222
13903,20201207,Day 3,3,4,P. aeruginosa,0.1ng/mL LTA,6,9638
13903,20201207,Day 3,3,1,P. aeruginosa,100ng/mL LTA,6,10006
13903,20201207,Day 3,3,2,P. aeruginosa,100ng/mL LTA,6,11696
13903,20201207,Day 3,3,3,P. aeruginosa,100ng/mL LTA,6,10752
13903,20201207,Day 3,3,4,P. aeruginosa,100ng/mL LTA,6,10210
13903,20201207,Day 3,3,1,P. aeruginosa,Fungi alone,6,9840
13903,20201207,Day 3,3,2,P. aeruginosa,Fungi alone,6,10768
13903,20201207,Day 3,3,3,P. aeruginosa,Fungi alone,6,10222
13903,20201207,Day 3,3,4,P. aeruginosa,Fungi alone,6,10322
13903,20201207,Day 3,3,1,P. aeruginosa,Autoclaved bacteria,6,12392
13903,20201207,Day 3,3,2,P. aeruginosa,Autoclaved bacteria,6,9606
13903,20201207,Day 3,3,3,P. aeruginosa,Autoclaved bacteria,6,12394
13903,20201207,Day 3,3,4,P. aeruginosa,Autoclaved bacteria,6,9414
13903,20201207,Day 3,3,1,S. aureus,0.1ng/mL LPS,6,88
13903,20201207,Day 3,3,2,S. aureus,0.1ng/mL LPS,6,68
13903,20201207,Day 3,3,3,S. aureus,0.1ng/mL LPS,6,64
13903,20201207,Day 3,3,4,S. aureus,0.1ng/mL LPS,6,70
13903,20201207,Day 3,3,1,S. aureus,100ng/mL LPS,6,52
13903,20201207,Day 3,3,2,S. aureus,100ng/mL LPS,6,54
13903,20201207,Day 3,3,3,S. aureus,100ng/mL LPS,6,82
13903,20201207,Day 3,3,4,S. aureus,100ng/mL LPS,6,52
13903,20201207,Day 3,3,1,S. aureus,0.1ng/mL LTA,6,78
13903,20201207,Day 3,3,2,S. aureus,0.1ng/mL LTA,6,84
13903,20201207,Day 3,3,3,S. aureus,0.1ng/mL LTA,6,50
13903,20201207,Day 3,3,4,S. aureus,0.1ng/mL LTA,6,72
13903,20201207,Day 3,3,1,S. aureus,100ng/mL LTA,6,50
13903,20201207,Day 3,3,2,S. aureus,100ng/mL LTA,6,74
13903,20201207,Day 3,3,3,S. aureus,100ng/mL LTA,6,52
13903,20201207,Day 3,3,4,S. aureus,100ng/mL LTA,6,62
13903,20201207,Day 3,3,1,S. aureus,Fungi alone,6,76
13903,20201207,Day 3,3,2,S. aureus,Fungi alone,6,86
13903,20201207,Day 3,3,3,S. aureus,Fungi alone,6,58
13903,20201207,Day 3,3,4,S. aureus,Fungi alone,6,66
13903,20201207,Day 3,3,1,S. aureus,Autoclaved bacteria,6,84
13903,20201207,Day 3,3,2,S. aureus,Autoclaved bacteria,6,56
13903,20201207,Day 3,3,3,S. aureus,Autoclaved bacteria,6,42
13903,20201207,Day 3,3,4,S. aureus,Autoclaved bacteria,6,48
14000,20210114,Day 3,1,1,A. baumannii,0.1ng/mL LPS,0,12
14000,20210114,Day 3,1,2,A. baumannii,0.1ng/mL LPS,0,16
14000,20210114,Day 3,1,3,A. baumannii,0.1ng/mL LPS,0,14
14000,20210114,Day 3,1,4,A. baumannii,0.1ng/mL LPS,0,30
14000,20210114,Day 3,1,1,A. baumannii,100ng/mL LPS,0,14
14000,20210114,Day 3,1,2,A. baumannii,100ng/mL LPS,0,26
14000,20210114,Day 3,1,3,A. baumannii,100ng/mL LPS,0,20
14000,20210114,Day 3,1,4,A. baumannii,100ng/mL LPS,0,14
14000,20210114,Day 3,1,1,A. baumannii,0.1ng/mL LTA,0,14
14000,20210114,Day 3,1,2,A. baumannii,0.1ng/mL LTA,0,12
14000,20210114,Day 3,1,3,A. baumannii,0.1ng/mL LTA,0,14
14000,20210114,Day 3,1,4,A. baumannii,0.1ng/mL LTA,0,28
14000,20210114,Day 3,1,1,A. baumannii,100ng/mL LTA,0,18
14000,20210114,Day 3,1,2,A. baumannii,100ng/mL LTA,0,14
14000,20210114,Day 3,1,3,A. baumannii,100ng/mL LTA,0,16
14000,20210114,Day 3,1,4,A. baumannii,100ng/mL LTA,0,16
14000,20210114,Day 3,1,1,A. baumannii,Fungi alone,0,6
14000,20210114,Day 3,1,2,A. baumannii,Fungi alone,0,24
14000,20210114,Day 3,1,3,A. baumannii,Fungi alone,0,18
14000,20210114,Day 3,1,4,A. baumannii,Fungi alone,0,20
14000,20210114,Day 3,1,1,A. baumannii,Autoclaved bacteria,0,20
14000,20210114,Day 3,1,2,A. baumannii,Autoclaved bacteria,0,18
14000,20210114,Day 3,1,3,A. baumannii,Autoclaved bacteria,0,22
14000,20210114,Day 3,1,4,A. baumannii,Autoclaved bacteria,0,22
14000,20210114,Day 3,1,1,E. coli,0.1ng/mL LPS,0,16
14000,20210114,Day 3,1,2,E. coli,0.1ng/mL LPS,0,4
14000,20210114,Day 3,1,3,E. coli,0.1ng/mL LPS,0,12
14000,20210114,Day 3,1,4,E. coli,0.1ng/mL LPS,0,6
14000,20210114,Day 3,1,1,E. coli,100ng/mL LPS,0,20
14000,20210114,Day 3,1,2,E. coli,100ng/mL LPS,0,16
14000,20210114,Day 3,1,3,E. coli,100ng/mL LPS,0,12
14000,20210114,Day 3,1,4,E. coli,100ng/mL LPS,0,12
14000,20210114,Day 3,1,1,E. coli,0.1ng/mL LTA,0,14
14000,20210114,Day 3,1,2,E. coli,0.1ng/mL LTA,0,8
14000,20210114,Day 3,1,3,E. coli,0.1ng/mL LTA,0,12
14000,20210114,Day 3,1,4,E. coli,0.1ng/mL LTA,0,12
14000,20210114,Day 3,1,1,E. coli,100ng/mL LTA,0,10
14000,20210114,Day 3,1,2,E. coli,100ng/mL LTA,0,10
14000,20210114,Day 3,1,3,E. coli,100ng/mL LTA,0,14
14000,20210114,Day 3,1,4,E. coli,100ng/mL LTA,0,16
14000,20210114,Day 3,1,1,E. coli,Fungi alone,0,18
14000,20210114,Day 3,1,2,E. coli,Fungi alone,0,14
14000,20210114,Day 3,1,3,E. coli,Fungi alone,0,8
14000,20210114,Day 3,1,4,E. coli,Fungi alone,0,12
14000,20210114,Day 3,1,1,E. coli,Autoclaved bacteria,0,18
14000,20210114,Day 3,1,2,E. coli,Autoclaved bacteria,0,8
14000,20210114,Day 3,1,3,E. coli,Autoclaved bacteria,0,20
14000,20210114,Day 3,1,4,E. coli,Autoclaved bacteria,0,12
14000,20210114,Day 3,1,1,P. aeruginosa,0.1ng/mL LPS,0,18
14000,20210114,Day 3,1,2,P. aeruginosa,0.1ng/mL LPS,0,22
14000,20210114,Day 3,1,3,P. aeruginosa,0.1ng/mL LPS,0,18
14000,20210114,Day 3,1,4,P. aeruginosa,0.1ng/mL LPS,0,12
14000,20210114,Day 3,1,1,P. aeruginosa,100ng/mL LPS,0,16
14000,20210114,Day 3,1,2,P. aeruginosa,100ng/mL LPS,0,20
14000,20210114,Day 3,1,3,P. aeruginosa,100ng/mL LPS,0,16
14000,20210114,Day 3,1,4,P. aeruginosa,100ng/mL LPS,0,28
14000,20210114,Day 3,1,1,P. aeruginosa,0.1ng/mL LTA,0,18
14000,20210114,Day 3,1,2,P. aeruginosa,0.1ng/mL LTA,0,18
14000,20210114,Day 3,1,3,P. aeruginosa,0.1ng/mL LTA,0,14
14000,20210114,Day 3,1,4,P. aeruginosa,0.1ng/mL LTA,0,8
14000,20210114,Day 3,1,1,P. aeruginosa,100ng/mL LTA,0,18
14000,20210114,Day 3,1,2,P. aeruginosa,100ng/mL LTA,0,14
14000,20210114,Day 3,1,3,P. aeruginosa,100ng/mL LTA,0,18
14000,20210114,Day 3,1,4,P. aeruginosa,100ng/mL LTA,0,22
14000,20210114,Day 3,1,1,P. aeruginosa,Fungi alone,0,32
14000,20210114,Day 3,1,2,P. aeruginosa,Fungi alone,0,22
14000,20210114,Day 3,1,3,P. aeruginosa,Fungi alone,0,12
14000,20210114,Day 3,1,4,P. aeruginosa,Fungi alone,0,24
14000,20210114,Day 3,1,1,P. aeruginosa,Autoclaved bacteria,0,10
14000,20210114,Day 3,1,2,P. aeruginosa,Autoclaved bacteria,0,24
14000,20210114,Day 3,1,3,P. aeruginosa,Autoclaved bacteria,0,10
14000,20210114,Day 3,1,4,P. aeruginosa,Autoclaved bacteria,0,12
14000,20210114,Day 3,1,1,S. aureus,0.1ng/mL LPS,0,2
14000,20210114,Day 3,1,2,S. aureus,0.1ng/mL LPS,0,4
14000,20210114,Day 3,1,3,S. aureus,0.1ng/mL LPS,0,10
14000,20210114,Day 3,1,4,S. aureus,0.1ng/mL LPS,0,6
14000,20210114,Day 3,1,1,S. aureus,100ng/mL LPS,0,6
14000,20210114,Day 3,1,2,S. aureus,100ng/mL LPS,0,8
14000,20210114,Day 3,1,3,S. aureus,100ng/mL LPS,0,6
14000,20210114,Day 3,1,4,S. aureus,100ng/mL LPS,0,14
